n,o,r,t,h,0,0,0,0,0,0,0,0,0,0,0
s,i,e,0,0,0,0,0,0,0,0,0,0,0,0,0
m,á,q,u,i,n,a,0,0,0,0,0,0,0,0,0
t,o,o,k,0,0,0,0,0,0,0,0,0,0,0,0
s,k,a,r,p,0,0,0,0,0,0,0,0,0,0,0
h,a,s,t,a,0,0,0,0,0,0,0,0,0,0,0
i,n,d,i,k,e,r,a,r,0,0,0,0,0,0,0
o,w,n,0,0,0,0,0,0,0,0,0,0,0,0,0
g,u,a,r,d,a,r,0,0,0,0,0,0,0,0,0
d,ö,d,0,0,0,0,0,0,0,0,0,0,0,0,0
e,s,p,e,r,a,r,0,0,0,0,0,0,0,0,0
m,e,n,0,0,0,0,0,0,0,0,0,0,0,0,0
b,o,x,0,0,0,0,0,0,0,0,0,0,0,0,0
i,m,m,o,b,i,l,i,e,n,0,0,0,0,0,0
r,e,g,i,o,n,0,0,0,0,0,0,0,0,0,0
s,e,c,t,i,o,n,0,0,0,0,0,0,0,0,0
m,ü,s,s,e,n,0,0,0,0,0,0,0,0,0,0
i,n,t,e,r,e,s,s,e,0,0,0,0,0,0,0
n,i,g,h,t,0,0,0,0,0,0,0,0,0,0,0
l,i,e,d,0,0,0,0,0,0,0,0,0,0,0,0
e,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,i,e,d,e,r,0,0,0,0,0,0,0,0,0,0
b,á,s,i,c,o,0,0,0,0,0,0,0,0,0,0
b,l,o,d,0,0,0,0,0,0,0,0,0,0,0,0
p,l,a,n,a,0,0,0,0,0,0,0,0,0,0,0
h,o,l,z,0,0,0,0,0,0,0,0,0,0,0,0
v,i,e,n,t,o,0,0,0,0,0,0,0,0,0,0
b,e,l,l,0,0,0,0,0,0,0,0,0,0,0,0
d,e,s,p,u,é,s,0,0,0,0,0,0,0,0,0
m,a,s,c,h,i,n,e,0,0,0,0,0,0,0,0
j,a,h,r,h,u,n,d,e,r,t,0,0,0,0,0
w,a,n,d,0,0,0,0,0,0,0,0,0,0,0,0
c,a,p,t,u,r,a,d,o,0,0,0,0,0,0,0
a,p,a,r,e,c,e,r,á,0,0,0,0,0,0,0
g,e,r,a,d,e,0,0,0,0,0,0,0,0,0,0
t,a,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n,i,e,v,e,0,0,0,0,0,0,0,0,0,0,0
n,o,r,r,0,0,0,0,0,0,0,0,0,0,0,0
d,e,t,é,n,g,a,s,e,0,0,0,0,0,0,0
k,l,ä,n,n,i,n,g,0,0,0,0,0,0,0,0
i,n,c,l,u,d,e,0,0,0,0,0,0,0,0,0
d,r,ü,c,k,e,n,0,0,0,0,0,0,0,0,0
b,o,t,t,e,n,0,0,0,0,0,0,0,0,0,0
e,n, ,g,å,n,g,0,0,0,0,0,0,0,0,0
w,o,h,n,u,n,g,0,0,0,0,0,0,0,0,0
c,a,m,b,i,o,0,0,0,0,0,0,0,0,0,0
p,a,s,o,0,0,0,0,0,0,0,0,0,0,0,0
k,a,n,t,e,n,0,0,0,0,0,0,0,0,0,0
a,l,i,v,i,a,r,0,0,0,0,0,0,0,0,0
k,l,o,c,k,a,0,0,0,0,0,0,0,0,0,0
r,i,c,h,t,i,g,0,0,0,0,0,0,0,0,0
p,o,s,i,t,i,o,n,0,0,0,0,0,0,0,0
r,a,m,a,0,0,0,0,0,0,0,0,0,0,0,0
c,o,s,t,o,0,0,0,0,0,0,0,0,0,0,0
a,m,b,o,s,0,0,0,0,0,0,0,0,0,0,0
m,u,l,t,i,p,l,i,z,i,e,r,e,n,0,0
m,a,s,s,a,0,0,0,0,0,0,0,0,0,0,0
w,r,i,t,e,0,0,0,0,0,0,0,0,0,0,0
r,e,a,d,y,0,0,0,0,0,0,0,0,0,0,0
n,e,e,d,0,0,0,0,0,0,0,0,0,0,0,0
s,t,a,t,t,0,0,0,0,0,0,0,0,0,0,0
w,i,e,0,0,0,0,0,0,0,0,0,0,0,0,0
s,i,l,b,e,0,0,0,0,0,0,0,0,0,0,0
p,o,j,k,e,0,0,0,0,0,0,0,0,0,0,0
r,o,a,d,0,0,0,0,0,0,0,0,0,0,0,0
s,k,i,c,k,a,0,0,0,0,0,0,0,0,0,0
k,ä,l,t,e,0,0,0,0,0,0,0,0,0,0,0
z,u,s,t,i,m,m,e,n,0,0,0,0,0,0,0
h,e,r,m,a,n,o,0,0,0,0,0,0,0,0,0
k,e,y,0,0,0,0,0,0,0,0,0,0,0,0,0
g,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k,l,ä,d,e,r,0,0,0,0,0,0,0,0,0,0
f,r,a,c,c,i,ó,n,0,0,0,0,0,0,0,0
k,n,o,c,h,e,n,0,0,0,0,0,0,0,0,0
m,u,l,t,i,p,l,i,c,a,r,0,0,0,0,0
p,r,o,d,u,k,t,0,0,0,0,0,0,0,0,0
p,o,s,t,0,0,0,0,0,0,0,0,0,0,0,0
t,h,e,i,r,0,0,0,0,0,0,0,0,0,0,0
ä,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h,e,n,n,e,s,0,0,0,0,0,0,0,0,0,0
t,e,r,m,0,0,0,0,0,0,0,0,0,0,0,0
d,i,f,f,i,c,u,l,t,0,0,0,0,0,0,0
s,o,l,l,t,e,0,0,0,0,0,0,0,0,0,0
r,e,k,o,r,d,0,0,0,0,0,0,0,0,0,0
f,l,i,c,k,a,0,0,0,0,0,0,0,0,0,0
t,h,e,m,0,0,0,0,0,0,0,0,0,0,0,0
w,a,s,s,e,r,0,0,0,0,0,0,0,0,0,0
m,o,s,t,0,0,0,0,0,0,0,0,0,0,0,0
n,e,c,e,s,i,t,a,r,á,0,0,0,0,0,0
m,i,l,k,0,0,0,0,0,0,0,0,0,0,0,0
c,i,e,n,0,0,0,0,0,0,0,0,0,0,0,0
w,a,y,0,0,0,0,0,0,0,0,0,0,0,0,0
m,a,n,o,0,0,0,0,0,0,0,0,0,0,0,0
s,m,a,l,l,0,0,0,0,0,0,0,0,0,0,0
g,u,t,0,0,0,0,0,0,0,0,0,0,0,0,0
z,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,i,r,e,0,0,0,0,0,0,0,0,0,0,0,0
s,t,u,d,i,e,0,0,0,0,0,0,0,0,0,0
s,o,m,b,r,e,r,o,0,0,0,0,0,0,0,0
f,ö,l,l,0,0,0,0,0,0,0,0,0,0,0,0
s,o,b,r,e,0,0,0,0,0,0,0,0,0,0,0
j,a,h,r,0,0,0,0,0,0,0,0,0,0,0,0
h,u,r,r,y,0,0,0,0,0,0,0,0,0,0,0
f,i,r,e,0,0,0,0,0,0,0,0,0,0,0,0
p,a,s,s,0,0,0,0,0,0,0,0,0,0,0,0
h,e,a,r,d,0,0,0,0,0,0,0,0,0,0,0
w,i,s,h,0,0,0,0,0,0,0,0,0,0,0,0
p,i,e,c,e,0,0,0,0,0,0,0,0,0,0,0
r,ä,k,n,a,0,0,0,0,0,0,0,0,0,0,0
c,o,u,r,s,e,0,0,0,0,0,0,0,0,0,0
b,e,r,g,0,0,0,0,0,0,0,0,0,0,0,0
i,n,n,o,v,a,t,i,o,n,0,0,0,0,0,0
o,s,t,e,n,0,0,0,0,0,0,0,0,0,0,0
p,a,r,e,d,0,0,0,0,0,0,0,0,0,0,0
r,i,c,h,t,i,g,0,0,0,0,0,0,0,0,0
b,l,a,u,0,0,0,0,0,0,0,0,0,0,0,0
s,i,l,e,n,t,0,0,0,0,0,0,0,0,0,0
v,i,s,i,t,a,0,0,0,0,0,0,0,0,0,0
k,l,o,c,k,a,0,0,0,0,0,0,0,0,0,0
l,a,g,r,a,0,0,0,0,0,0,0,0,0,0,0
z,o,n,a,0,0,0,0,0,0,0,0,0,0,0,0
c,a,r,á,c,t,e,r,0,0,0,0,0,0,0,0
d,ó,l,a,r,0,0,0,0,0,0,0,0,0,0,0
w,h,o,s,e,0,0,0,0,0,0,0,0,0,0,0
m,o,t,o,r,0,0,0,0,0,0,0,0,0,0,0
a,l,w,a,y,s,0,0,0,0,0,0,0,0,0,0
b,r,o,t,h,e,r,0,0,0,0,0,0,0,0,0
g,i,r,l,0,0,0,0,0,0,0,0,0,0,0,0
s,e,c,o,n,d,0,0,0,0,0,0,0,0,0,0
g,e,m,a,c,h,t,0,0,0,0,0,0,0,0,0
m,e,n,g,e,0,0,0,0,0,0,0,0,0,0,0
w,a,r,e,n,0,0,0,0,0,0,0,0,0,0,0
p,a,r,e,c,e,r,0,0,0,0,0,0,0,0,0
w,e,n,i,g,e,r,0,0,0,0,0,0,0,0,0
h,a,t,t,e,0,0,0,0,0,0,0,0,0,0,0
u,n,d,e,r,0,0,0,0,0,0,0,0,0,0,0
f,o,r,m,u,l,ä,r,0,0,0,0,0,0,0,0
a,u,ß,e,r,0,0,0,0,0,0,0,0,0,0,0
t,r,a,g,e,n,0,0,0,0,0,0,0,0,0,0
h,o,r,a,s,0,0,0,0,0,0,0,0,0,0,0
s,p,e,c,i,e,l,l,0,0,0,0,0,0,0,0
e,n,t,w,i,c,k,e,l,n,0,0,0,0,0,0
a,n,t,i,n,g,e,n,0,0,0,0,0,0,0,0
g,e,t,r,ä,n,k,0,0,0,0,0,0,0,0,0
n,o,i,s,e,0,0,0,0,0,0,0,0,0,0,0
h,a,c,i,a,0,0,0,0,0,0,0,0,0,0,0
c,o,n,d,i,c,i,ó,n,0,0,0,0,0,0,0
c,o,t,t,o,n,0,0,0,0,0,0,0,0,0,0
b,e,s,i,e,d,e,l,n,0,0,0,0,0,0,0
p,r,o,z,e,s,s,0,0,0,0,0,0,0,0,0
c,o,n,s,o,n,a,n,t,0,0,0,0,0,0,0
v,o,r,w,ä,r,t,s,0,0,0,0,0,0,0,0
g,å,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,i,t,h,0,0,0,0,0,0,0,0,0,0,0,0
n,ä,s,a,0,0,0,0,0,0,0,0,0,0,0,0
m,a,d,e,r,a,0,0,0,0,0,0,0,0,0,0
a,u,g,e,n,b,l,i,c,k,0,0,0,0,0,0
f,i,n,i,s,h,0,0,0,0,0,0,0,0,0,0
h,o,n,0,0,0,0,0,0,0,0,0,0,0,0,0
a,n,s,i,k,t,e,0,0,0,0,0,0,0,0,0
s,h,i,p,0,0,0,0,0,0,0,0,0,0,0,0
z,e,l,l,e,0,0,0,0,0,0,0,0,0,0,0
h,ö,r,t,0,0,0,0,0,0,0,0,0,0,0,0
p,i,e,r,n,a,0,0,0,0,0,0,0,0,0,0
b,a,j,o,0,0,0,0,0,0,0,0,0,0,0,0
m,e,d,i,o,d,í,a,0,0,0,0,0,0,0,0
l,å,n,g,t,0,0,0,0,0,0,0,0,0,0,0
p,o,s,s,i,b,l,e,0,0,0,0,0,0,0,0
w,u,c,h,s,0,0,0,0,0,0,0,0,0,0,0
c,a,e,r,0,0,0,0,0,0,0,0,0,0,0,0
s,m,ä,l,l,0,0,0,0,0,0,0,0,0,0,0
r,i,n,g,0,0,0,0,0,0,0,0,0,0,0,0
a,v,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s,a,m,l,a,0,0,0,0,0,0,0,0,0,0,0
p,a,s,a,r,0,0,0,0,0,0,0,0,0,0,0
s,ä,g,e,0,0,0,0,0,0,0,0,0,0,0,0
j,e,d,e,r,0,0,0,0,0,0,0,0,0,0,0
n,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,h,o,r,a,0,0,0,0,0,0,0,0,0,0,0
f,i,g,u,r,a,0,0,0,0,0,0,0,0,0,0
w,i,n,0,0,0,0,0,0,0,0,0,0,0,0,0
m,o,l,n,0,0,0,0,0,0,0,0,0,0,0,0
c,a,n,c,i,ó,n,0,0,0,0,0,0,0,0,0
m,i,n,d,0,0,0,0,0,0,0,0,0,0,0,0
k,e,p,t,0,0,0,0,0,0,0,0,0,0,0,0
n,e,j,0,0,0,0,0,0,0,0,0,0,0,0,0
m,a,c,h,i,n,e,0,0,0,0,0,0,0,0,0
r,e,g,i,s,t,e,r,0,0,0,0,0,0,0,0
n,o,c,h,0,0,0,0,0,0,0,0,0,0,0,0
v,ä,n,l,i,g,e,n,0,0,0,0,0,0,0,0
s,a,m,m,e,l,n,0,0,0,0,0,0,0,0,0
l,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,s,c,e,n,s,o,0,0,0,0,0,0,0,0,0
g,e,h,e,n,0,0,0,0,0,0,0,0,0,0,0
t,ü,r,0,0,0,0,0,0,0,0,0,0,0,0,0
b,e,d,0,0,0,0,0,0,0,0,0,0,0,0,0
p,l,a,t,a,0,0,0,0,0,0,0,0,0,0,0
h,a,i,r,0,0,0,0,0,0,0,0,0,0,0,0
ü,b,u,n,g,0,0,0,0,0,0,0,0,0,0,0
f,e,i,n,d,0,0,0,0,0,0,0,0,0,0,0
m,e,i,l,e,0,0,0,0,0,0,0,0,0,0,0
b,o,o,k,0,0,0,0,0,0,0,0,0,0,0,0
r,u,n,0,0,0,0,0,0,0,0,0,0,0,0,0
n,å,g,r,a,0,0,0,0,0,0,0,0,0,0,0
s,t,r,a,n,d,e,n,0,0,0,0,0,0,0,0
e,r,f,o,r,d,e,r,l,i,c,h,0,0,0,0
w,u,n,d,e,r,0,0,0,0,0,0,0,0,0,0
h,o,r,s,e,0,0,0,0,0,0,0,0,0,0,0
c,u,a,r,t,o,0,0,0,0,0,0,0,0,0,0
s,t,e,e,l,0,0,0,0,0,0,0,0,0,0,0
v,a,r,i,i,e,r,e,n,0,0,0,0,0,0,0
a,f,r,a,i,d,0,0,0,0,0,0,0,0,0,0
b,ü,r,o,0,0,0,0,0,0,0,0,0,0,0,0
s,k,r,i,v,e,n,0,0,0,0,0,0,0,0,0
s,t,a,h,l,0,0,0,0,0,0,0,0,0,0,0
e,n,e,r,g,y,0,0,0,0,0,0,0,0,0,0
u,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,f,f,ä,r,0,0,0,0,0,0,0,0,0,0,0
d,i,s,t,i,n,t,o,0,0,0,0,0,0,0,0
b,r,i,n,g,a,s,0,0,0,0,0,0,0,0,0
s,t,e,g,0,0,0,0,0,0,0,0,0,0,0,0
v,i,l,k,e,n,0,0,0,0,0,0,0,0,0,0
g,e,s,i,c,h,t,0,0,0,0,0,0,0,0,0
k,o,l,o,n,n,0,0,0,0,0,0,0,0,0,0
s,e,d,i,m,e,n,t,e,r,a,0,0,0,0,0
d,i,e,0,0,0,0,0,0,0,0,0,0,0,0,0
e,b,e,n,e,0,0,0,0,0,0,0,0,0,0,0
p,r,e,p,a,r,e,0,0,0,0,0,0,0,0,0
r,e,p,l,y,0,0,0,0,0,0,0,0,0,0,0
f,a,k,t,u,m,0,0,0,0,0,0,0,0,0,0
w,e,l,l,0,0,0,0,0,0,0,0,0,0,0,0
v,e,z,0,0,0,0,0,0,0,0,0,0,0,0,0
b,r,e,a,d,0,0,0,0,0,0,0,0,0,0,0
k,l,ä,t,t,r,a,0,0,0,0,0,0,0,0,0
p,r,i,n,t,0,0,0,0,0,0,0,0,0,0,0
w,e,n,n,0,0,0,0,0,0,0,0,0,0,0,0
g,e,n,o,m,0,0,0,0,0,0,0,0,0,0,0
t,a,r,d,e,0,0,0,0,0,0,0,0,0,0,0
ü,b,e,r,r,a,s,c,h,u,n,g,0,0,0,0
s,u,a,v,e,0,0,0,0,0,0,0,0,0,0,0
v,e,r,g,l,e,i,c,h,e,n,0,0,0,0,0
f,r,i,s,c,h,0,0,0,0,0,0,0,0,0,0
m,e,h,r,0,0,0,0,0,0,0,0,0,0,0,0
k,i,n,d,0,0,0,0,0,0,0,0,0,0,0,0
b,r,i,l,l,o,0,0,0,0,0,0,0,0,0,0
s,ü,d,e,n,0,0,0,0,0,0,0,0,0,0,0
l,u,f,t,0,0,0,0,0,0,0,0,0,0,0,0
l,i,t,t,l,e,0,0,0,0,0,0,0,0,0,0
v,a,r,j,e,0,0,0,0,0,0,0,0,0,0,0
p,a,r,a,g,r,a,p,h,0,0,0,0,0,0,0
p,o,l,l,u,e,l,o,0,0,0,0,0,0,0,0
s,l,u,t,l,i,g,0,0,0,0,0,0,0,0,0
f,o,r,m,u,l,a,r,0,0,0,0,0,0,0,0
w,e,g,0,0,0,0,0,0,0,0,0,0,0,0,0
b,u,l,l,e,r,0,0,0,0,0,0,0,0,0,0
h,e,r,r,a,m,i,e,n,t,a,0,0,0,0,0
g,r,a,n,0,0,0,0,0,0,0,0,0,0,0,0
c,a,t,c,h,0,0,0,0,0,0,0,0,0,0,0
a,u,s,d,r,u,c,k,0,0,0,0,0,0,0,0
r,e,s,t,0,0,0,0,0,0,0,0,0,0,0,0
n,o,c,h,e,0,0,0,0,0,0,0,0,0,0,0
p,a,s,s,a,0,0,0,0,0,0,0,0,0,0,0
w,h,e,e,l,0,0,0,0,0,0,0,0,0,0,0
z,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v,e,s,t,i,d,o,0,0,0,0,0,0,0,0,0
e,r,a,0,0,0,0,0,0,0,0,0,0,0,0,0
s,i,e,r,r,a,0,0,0,0,0,0,0,0,0,0
s,i,t,z,0,0,0,0,0,0,0,0,0,0,0,0
z,u,s,t,a,n,d,0,0,0,0,0,0,0,0,0
w,e,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r,e,c,l,a,m,a,c,i,ó,n,0,0,0,0,0
h,i,s,t,o,r,y,0,0,0,0,0,0,0,0,0
v,o,n,0,0,0,0,0,0,0,0,0,0,0,0,0
e,s,p,a,l,d,a,0,0,0,0,0,0,0,0,0
l,l,a,n,o,0,0,0,0,0,0,0,0,0,0,0
d,e,b,e,r,í,a,0,0,0,0,0,0,0,0,0
v,o,l,l,0,0,0,0,0,0,0,0,0,0,0,0
e,s,t,a,c,i,ó,n,0,0,0,0,0,0,0,0
k,i,l,l,0,0,0,0,0,0,0,0,0,0,0,0
s,i,n,c,e,0,0,0,0,0,0,0,0,0,0,0
t,e,a,m,0,0,0,0,0,0,0,0,0,0,0,0
t,e,m,p,e,r,a,t,u,r,e,0,0,0,0,0
m,u,s,t,e,r,0,0,0,0,0,0,0,0,0,0
b,ä,d,d,0,0,0,0,0,0,0,0,0,0,0,0
r,i,t,a,0,0,0,0,0,0,0,0,0,0,0,0
b,l,a,n,d,0,0,0,0,0,0,0,0,0,0,0
n,å,g,r,a,0,0,0,0,0,0,0,0,0,0,0
c,a,z,a,0,0,0,0,0,0,0,0,0,0,0,0
s,e,r,v,i,r,0,0,0,0,0,0,0,0,0,0
i,n,s,t,r,u,m,e,n,t,0,0,0,0,0,0
m,ö,r,k,0,0,0,0,0,0,0,0,0,0,0,0
s,t,a,m,m,0,0,0,0,0,0,0,0,0,0,0
c,o,m,p,a,r,a,r,0,0,0,0,0,0,0,0
l,l,e,v,a,r,0,0,0,0,0,0,0,0,0,0
f,o,r,m,0,0,0,0,0,0,0,0,0,0,0,0
h,a,a,r,0,0,0,0,0,0,0,0,0,0,0,0
u,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g,e,m,e,i,n,t,0,0,0,0,0,0,0,0,0
b,a,n,d,0,0,0,0,0,0,0,0,0,0,0,0
f,e,e,d,0,0,0,0,0,0,0,0,0,0,0,0
a,c,h,t,u,n,g,0,0,0,0,0,0,0,0,0
d,e,l,g,a,d,o,0,0,0,0,0,0,0,0,0
c,h,e,c,k,0,0,0,0,0,0,0,0,0,0,0
a,ú,n,0,0,0,0,0,0,0,0,0,0,0,0,0
ö,v,e,r,r,a,s,k,n,i,n,g,0,0,0,0
f,e,t,t,0,0,0,0,0,0,0,0,0,0,0,0
u,h,r,0,0,0,0,0,0,0,0,0,0,0,0,0
a,b,b,i,l,d,u,n,g,0,0,0,0,0,0,0
w,e,s,t,e,n,0,0,0,0,0,0,0,0,0,0
e,q,u,i,p,a,r,a,r,0,0,0,0,0,0,0
p,å,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n,o,t,a,0,0,0,0,0,0,0,0,0,0,0,0
d,e,m,o,s,t,r,a,r,0,0,0,0,0,0,0
u,n,s,e,r,e,0,0,0,0,0,0,0,0,0,0
a,d,d,0,0,0,0,0,0,0,0,0,0,0,0,0
c,o,l,a,0,0,0,0,0,0,0,0,0,0,0,0
h,ö,r,e,n,0,0,0,0,0,0,0,0,0,0,0
s,t,u,n,d,e,0,0,0,0,0,0,0,0,0,0
f,r,ü,h,l,i,n,g,0,0,0,0,0,0,0,0
c,e,n,t,r,o,0,0,0,0,0,0,0,0,0,0
c,o,r,t,a,d,a,0,0,0,0,0,0,0,0,0
h,i,e,l,o,0,0,0,0,0,0,0,0,0,0,0
s,i,g,n,i,f,i,c,a,r,á,0,0,0,0,0
l,l,e,v,a,d,o,0,0,0,0,0,0,0,0,0
r,e,g,i,e,r,e,n,0,0,0,0,0,0,0,0
